"Model","Displ","Cyl","Trans","Drive","Fuel","Stnd","Class","APS","City_MPG","Hwy_MPG","Cmb_MPG","GGS","SM","Cmb_CO2","City_MPGe","Hwy_MPGe","Cmb_MPGe","Cmb_CO2e"
"INFINITI Q50",3,6,"SemiAuto-7","4WD","Gasoline","T3B125","midsize car",3,19,27,22,4,"No",407,NA,NA,NA,NA
"INFINITI Q50 Red Sport",3,6,"SemiAuto-7","2WD","Gasoline","L3ULEV125","midsize car",3,20,26,22,4,"No",404,NA,NA,NA,NA
"INFINITI Q50 Red Sport",3,6,"SemiAuto-7","2WD","Gasoline","T3B125","midsize car",3,20,26,22,4,"No",404,NA,NA,NA,NA
"INFINITI Q50 Red Sport",3,6,"SemiAuto-7","4WD","Gasoline","L3ULEV125","midsize car",3,19,26,22,4,"No",405,NA,NA,NA,NA
"INFINITI Q50 Red Sport",3,6,"SemiAuto-7","4WD","Gasoline","T3B125","midsize car",3,19,26,22,4,"No",405,NA,NA,NA,NA
"INFINITI Q60",3,6,"SemiAuto-7","2WD","Gasoline","L3ULEV125","small car",3,19,28,22,4,"No",397,NA,NA,NA,NA
"INFINITI Q60",3,6,"SemiAuto-7","2WD","Gasoline","T3B125","small car",3,19,28,22,4,"No",397,NA,NA,NA,NA
"INFINITI Q60",3,6,"SemiAuto-7","4WD","Gasoline","L3ULEV125","small car",3,19,27,22,4,"No",409,NA,NA,NA,NA
"INFINITI Q60",3,6,"SemiAuto-7","4WD","Gasoline","T3B125","small car",3,19,27,22,4,"No",409,NA,NA,NA,NA
"INFINITI Q60 Red Sport",3,6,"SemiAuto-7","2WD","Gasoline","L3ULEV125","small car",3,20,27,22,4,"No",405,NA,NA,NA,NA
"INFINITI Q60 Red Sport",3,6,"SemiAuto-7","2WD","Gasoline","T3B125","small car",3,20,27,22,4,"No",405,NA,NA,NA,NA
"INFINITI Q60 Red Sport",3,6,"SemiAuto-7","4WD","Gasoline","L3ULEV125","small car",3,19,26,21,4,"No",424,NA,NA,NA,NA
"INFINITI Q60 Red Sport",3,6,"SemiAuto-7","4WD","Gasoline","T3B125","small car",3,19,26,21,4,"No",424,NA,NA,NA,NA
"INFINITI QX50",2,4,"SCV-8","2WD","Gasoline","L3ULEV70","small SUV",5,23,29,26,5,"No",346,NA,NA,NA,NA
"INFINITI QX50",2,4,"SCV-8","2WD","Gasoline","T3B70","small SUV",5,23,29,26,5,"No",346,NA,NA,NA,NA
"INFINITI QX50",2,4,"SCV-8","4WD","Gasoline","L3ULEV70","small SUV",5,22,28,25,5,"No",365,NA,NA,NA,NA
"INFINITI QX50",2,4,"SCV-8","4WD","Gasoline","T3B70","small SUV",5,22,28,25,5,"No",365,NA,NA,NA,NA
"INFINITI QX60",3.5,6,"SCV-7","2WD","Gasoline","L3ULEV70","small SUV",5,20,27,22,4,"No",399,NA,NA,NA,NA
"INFINITI QX60",3.5,6,"SCV-7","2WD","Gasoline","T3B70","small SUV",5,20,27,22,4,"No",399,NA,NA,NA,NA
"INFINITI QX60",3.5,6,"SCV-7","4WD","Gasoline","L3ULEV70","small SUV",5,19,26,22,4,"No",410,NA,NA,NA,NA
"INFINITI QX60",3.5,6,"SCV-7","4WD","Gasoline","T3B70","small SUV",5,19,26,22,4,"No",410,NA,NA,NA,NA
"JAGUAR E-Pace",2,4,"SemiAuto-9","4WD","Gasoline","L3SULEV30","small SUV",7,21,28,24,5,"No",371,NA,NA,NA,NA
"JAGUAR E-Pace",2,4,"SemiAuto-9","4WD","Gasoline","T3B30","small SUV",7,21,28,24,5,"No",371,NA,NA,NA,NA
"JAGUAR E-Pace P300",2,4,"SemiAuto-9","4WD","Gasoline","L3SULEV30","small SUV",7,21,27,23,5,"No",379,NA,NA,NA,NA
"JAGUAR E-Pace P300",2,4,"SemiAuto-9","4WD","Gasoline","T3B30","small SUV",7,21,27,23,5,"No",379,NA,NA,NA,NA
"JAGUAR F-Pace",2,4,"SemiAuto-8","4WD","Gasoline","L3SULEV30","small SUV",7,22,27,24,5,"No",365,NA,NA,NA,NA
"JAGUAR F-Pace",2,4,"SemiAuto-8","4WD","Gasoline","T3B30","small SUV",7,22,27,24,5,"No",365,NA,NA,NA,NA
"JAGUAR F-Pace",3,6,"SemiAuto-8","4WD","Gasoline","L3SULEV30","small SUV",7,18,23,20,4,"No",446,NA,NA,NA,NA
"JAGUAR F-Pace",3,6,"SemiAuto-8","4WD","Gasoline","T3B30","small SUV",7,18,23,20,4,"No",446,NA,NA,NA,NA
"JAGUAR F-Pace",5,8,"SemiAuto-8","4WD","Gasoline","L3ULEV125","small SUV",3,16,21,18,3,"No",488,NA,NA,NA,NA
"JAGUAR F-Pace",5,8,"SemiAuto-8","4WD","Gasoline","T3B125","small SUV",3,16,21,18,3,"No",488,NA,NA,NA,NA
"JAGUAR F-Pace 30t",2,4,"SemiAuto-8","4WD","Gasoline","L3SULEV30","small SUV",7,22,27,24,5,"No",373,NA,NA,NA,NA
"JAGUAR F-Pace 30t",2,4,"SemiAuto-8","4WD","Gasoline","T3B30","small SUV",7,22,27,24,5,"No",373,NA,NA,NA,NA
"JAGUAR F-Type Convertible",2,4,"SemiAuto-8","2WD","Gasoline","L3SULEV30","small car",7,23,30,26,5,"No",346,NA,NA,NA,NA
"JAGUAR F-Type Convertible",2,4,"SemiAuto-8","2WD","Gasoline","T3B30","small car",7,23,30,26,5,"No",346,NA,NA,NA,NA
"JAGUAR F-Type Convertible",3,6,"SemiAuto-8","2WD","Gasoline","L3SULEV30","small car",7,20,28,23,5,"No",390,NA,NA,NA,NA
"JAGUAR F-Type Convertible",3,6,"SemiAuto-8","2WD","Gasoline","T3B30","small car",7,20,28,23,5,"No",390,NA,NA,NA,NA
"JAGUAR F-Type Convertible",5,8,"SemiAuto-8","4WD","Gasoline","L3ULEV125","small car",3,16,24,18,3,"No",481,NA,NA,NA,NA
"JAGUAR F-Type Convertible",5,8,"SemiAuto-8","4WD","Gasoline","T3B125","small car",3,16,24,18,3,"No",481,NA,NA,NA,NA
"JAGUAR F-Type Coupe",2,4,"SemiAuto-8","2WD","Gasoline","L3SULEV30","small car",7,23,30,26,5,"No",346,NA,NA,NA,NA
"JAGUAR F-Type Coupe",2,4,"SemiAuto-8","2WD","Gasoline","T3B30","small car",7,23,30,26,5,"No",346,NA,NA,NA,NA
"JAGUAR F-Type Coupe",3,6,"SemiAuto-8","2WD","Gasoline","L3SULEV30","small car",7,20,28,23,5,"No",390,NA,NA,NA,NA
"JAGUAR F-Type Coupe",3,6,"SemiAuto-8","2WD","Gasoline","T3B30","small car",7,20,28,23,5,"No",390,NA,NA,NA,NA
"JAGUAR F-Type Coupe",5,8,"SemiAuto-8","4WD","Gasoline","L3ULEV125","small car",3,16,24,18,3,"No",481,NA,NA,NA,NA
"JAGUAR F-Type Coupe",5,8,"SemiAuto-8","4WD","Gasoline","T3B125","small car",3,16,24,18,3,"No",481,NA,NA,NA,NA
"JAGUAR F-Type S Convertible",3,6,"SemiAuto-8","2WD","Gasoline","L3SULEV30","small car",7,19,27,22,4,"No",407,NA,NA,NA,NA
"JAGUAR F-Type S Convertible",3,6,"SemiAuto-8","2WD","Gasoline","T3B30","small car",7,19,27,22,4,"No",407,NA,NA,NA,NA
"JAGUAR F-Type S Convertible",3,6,"SemiAuto-8","4WD","Gasoline","L3SULEV30","small car",7,18,26,21,4,"No",426,NA,NA,NA,NA
"JAGUAR F-Type S Convertible",3,6,"SemiAuto-8","4WD","Gasoline","T3B30","small car",7,18,26,21,4,"No",426,NA,NA,NA,NA
"JAGUAR F-Type S Coupe",3,6,"SemiAuto-8","2WD","Gasoline","L3SULEV30","small car",7,19,27,22,4,"No",407,NA,NA,NA,NA
"JAGUAR F-Type S Coupe",3,6,"SemiAuto-8","2WD","Gasoline","T3B30","small car",7,19,27,22,4,"No",407,NA,NA,NA,NA
"JAGUAR F-Type S Coupe",3,6,"SemiAuto-8","4WD","Gasoline","L3SULEV30","small car",7,18,26,21,4,"No",426,NA,NA,NA,NA
"JAGUAR F-Type S Coupe",3,6,"SemiAuto-8","4WD","Gasoline","T3B30","small car",7,18,26,21,4,"No",426,NA,NA,NA,NA
"JAGUAR F-Type SVR Convertible",5,8,"SemiAuto-8","4WD","Gasoline","L3ULEV125","small car",3,16,24,18,3,"No",481,NA,NA,NA,NA
"JAGUAR F-Type SVR Convertible",5,8,"SemiAuto-8","4WD","Gasoline","T3B125","small car",3,16,24,18,3,"No",481,NA,NA,NA,NA
"JAGUAR F-Type SVR Coupe",5,8,"SemiAuto-8","4WD","Gasoline","L3ULEV125","small car",3,16,24,18,3,"No",481,NA,NA,NA,NA
"JAGUAR F-Type SVR Coupe",5,8,"SemiAuto-8","4WD","Gasoline","T3B125","small car",3,16,24,18,3,"No",481,NA,NA,NA,NA
"JAGUAR I-PACE",NA,NA,"Auto-1","4WD","Electricity","T3B0","small SUV",10,NA,NA,NA,10,"Elite",NA,80,72,76,0
"JAGUAR I-PACE",NA,NA,"Auto-1","4WD","Electricity","ZEV","small SUV",10,NA,NA,NA,10,"Elite",NA,80,72,76,0
"JAGUAR XE",2,4,"SemiAuto-8","2WD","Gasoline","L3SULEV30","small car",7,25,34,28,6,"No",312,NA,NA,NA,NA
"JAGUAR XE",2,4,"SemiAuto-8","2WD","Gasoline","T3B30","small car",7,25,34,28,6,"No",312,NA,NA,NA,NA
"JAGUAR XE",2,4,"SemiAuto-8","4WD","Gasoline","L3SULEV30","small car",7,24,34,28,6,"No",321,NA,NA,NA,NA
"JAGUAR XE",2,4,"SemiAuto-8","4WD","Gasoline","T3B30","small car",7,24,34,28,6,"No",321,NA,NA,NA,NA
"JAGUAR XE 30t",2,4,"SemiAuto-8","2WD","Gasoline","L3SULEV30","small car",7,24,32,27,6,"No",333,NA,NA,NA,NA
"JAGUAR XE 30t",2,4,"SemiAuto-8","2WD","Gasoline","T3B30","small car",7,24,32,27,6,"No",333,NA,NA,NA,NA
"JAGUAR XE 30t",2,4,"SemiAuto-8","4WD","Gasoline","L3SULEV30","small car",7,22,30,25,5,"No",354,NA,NA,NA,NA
"JAGUAR XE 30t",2,4,"SemiAuto-8","4WD","Gasoline","T3B30","small car",7,22,30,25,5,"No",354,NA,NA,NA,NA
"JAGUAR XF",2,4,"SemiAuto-8","2WD","Gasoline","L3SULEV30","midsize car",7,25,34,28,6,"No",312,NA,NA,NA,NA
"JAGUAR XF",2,4,"SemiAuto-8","2WD","Gasoline","T3B30","midsize car",7,25,34,28,6,"No",312,NA,NA,NA,NA
"JAGUAR XF",2,4,"SemiAuto-8","4WD","Gasoline","L3SULEV30","midsize car",7,23,33,27,6,"No",333,NA,NA,NA,NA
"JAGUAR XF",2,4,"SemiAuto-8","4WD","Gasoline","T3B30","midsize car",7,23,33,27,6,"No",333,NA,NA,NA,NA
"JAGUAR XF",3,6,"SemiAuto-8","4WD","Gasoline","L3SULEV30","midsize car",7,20,28,23,5,"No",390,NA,NA,NA,NA
"JAGUAR XF",3,6,"SemiAuto-8","4WD","Gasoline","T3B30","midsize car",7,20,28,23,5,"No",390,NA,NA,NA,NA
"JAGUAR XF 30t",2,4,"SemiAuto-8","2WD","Gasoline","L3SULEV30","midsize car",7,23,31,26,5,"No",335,NA,NA,NA,NA
"JAGUAR XF 30t",2,4,"SemiAuto-8","2WD","Gasoline","T3B30","midsize car",7,23,31,26,5,"No",335,NA,NA,NA,NA
"JAGUAR XF 30t",2,4,"SemiAuto-8","4WD","Gasoline","L3SULEV30","midsize car",7,22,31,25,5,"No",349,NA,NA,NA,NA
"JAGUAR XF 30t",2,4,"SemiAuto-8","4WD","Gasoline","T3B30","midsize car",7,22,31,25,5,"No",349,NA,NA,NA,NA
"JAGUAR XF Sportbrake",2,4,"SemiAuto-8","4WD","Gasoline","L3SULEV30","station wagon",7,21,28,24,5,"No",370,NA,NA,NA,NA
"JAGUAR XF Sportbrake",2,4,"SemiAuto-8","4WD","Gasoline","T3B30","station wagon",7,21,28,24,5,"No",370,NA,NA,NA,NA
"JAGUAR XF Sportbrake",3,6,"SemiAuto-8","4WD","Gasoline","L3SULEV30","station wagon",7,18,25,21,4,"No",428,NA,NA,NA,NA
"JAGUAR XF Sportbrake",3,6,"SemiAuto-8","4WD","Gasoline","T3B30","station wagon",7,18,25,21,4,"No",428,NA,NA,NA,NA
"JEEP Cherokee",2,4,"Auto-9","2WD","Gasoline","L3ULEV70","small SUV",5,23,31,26,5,"No",345,NA,NA,NA,NA
"JEEP Cherokee",2,4,"Auto-9","2WD","Gasoline","T3B70","small SUV",5,23,31,26,5,"No",345,NA,NA,NA,NA
"JEEP Cherokee",2,4,"Auto-9","4WD","Gasoline","L3ULEV70","small SUV",5,21,29,24,5,"No",369,NA,NA,NA,NA
"JEEP Cherokee",2,4,"Auto-9","4WD","Gasoline","T3B70","small SUV",5,21,29,24,5,"No",369,NA,NA,NA,NA
"JEEP Cherokee",2.4,4,"Auto-9","2WD","Gasoline","L3ULEV50","small SUV",6,22,31,25,5,"No",352,NA,NA,NA,NA
"JEEP Cherokee",2.4,4,"Auto-9","2WD","Gasoline","T3B50","small SUV",6,22,31,25,5,"No",352,NA,NA,NA,NA
"JEEP Cherokee",2.4,4,"Auto-9","4WD","Gasoline","L3ULEV50","small SUV",6,21,29,24,5,"No",370,NA,NA,NA,NA
"JEEP Cherokee",2.4,4,"Auto-9","4WD","Gasoline","T3B50","small SUV",6,21,29,24,5,"No",370,NA,NA,NA,NA
"JEEP Cherokee",3.2,6,"Auto-9","2WD","Gasoline","L3ULEV70","small SUV",5,20,29,23,5,"No",387,NA,NA,NA,NA
"JEEP Cherokee",3.2,6,"Auto-9","2WD","Gasoline","T3B70","small SUV",5,20,29,23,5,"No",387,NA,NA,NA,NA
"JEEP Cherokee",3.2,6,"Auto-9","4WD","Gasoline","L3ULEV70","small SUV",5,19,27,22,4,"No",400,NA,NA,NA,NA
"JEEP Cherokee",3.2,6,"Auto-9","4WD","Gasoline","T3B70","small SUV",5,19,27,22,4,"No",400,NA,NA,NA,NA
"JEEP Cherokee 4x4 Active Drive II",2,4,"Auto-9","4WD","Gasoline","L3ULEV70","small SUV",5,20,27,23,5,"No",387,NA,NA,NA,NA
"JEEP Cherokee 4x4 Active Drive II",2,4,"Auto-9","4WD","Gasoline","T3B70","small SUV",5,20,27,23,5,"No",387,NA,NA,NA,NA
"JEEP Cherokee 4x4 Active Drive II",3.2,6,"Auto-9","4WD","Gasoline","L3ULEV70","small SUV",5,18,26,21,4,"No",416,NA,NA,NA,NA
"JEEP Cherokee 4x4 Active Drive II",3.2,6,"Auto-9","4WD","Gasoline","T3B70","small SUV",5,18,26,21,4,"No",416,NA,NA,NA,NA
"JEEP Cherokee Trailhawk",2,4,"Auto-9","4WD","Gasoline","L3ULEV70","small SUV",5,20,26,22,4,"No",400,NA,NA,NA,NA
"JEEP Cherokee Trailhawk",2,4,"Auto-9","4WD","Gasoline","T3B70","small SUV",5,20,26,22,4,"No",400,NA,NA,NA,NA
"JEEP Cherokee Trailhawk",3.2,6,"Auto-9","4WD","Gasoline","L3ULEV70","small SUV",5,18,24,21,4,"No",432,NA,NA,NA,NA
"JEEP Cherokee Trailhawk",3.2,6,"Auto-9","4WD","Gasoline","T3B70","small SUV",5,18,24,21,4,"No",432,NA,NA,NA,NA
"JEEP Compass",2.4,4,"Auto-6","2WD","Gasoline","L3ULEV50","small SUV",6,22,31,25,5,"No",350,NA,NA,NA,NA
"JEEP Compass",2.4,4,"Auto-6","2WD","Gasoline","T3B50","small SUV",6,22,31,25,5,"No",350,NA,NA,NA,NA
"JEEP Compass",2.4,4,"Auto-9","4WD","Gasoline","L3ULEV50","small SUV",6,22,30,25,5,"No",358,NA,NA,NA,NA
"JEEP Compass",2.4,4,"Auto-9","4WD","Gasoline","T3B50","small SUV",6,22,30,25,5,"No",358,NA,NA,NA,NA
"JEEP Compass",2.4,4,"Man-6","2WD","Gasoline","L3ULEV125","small SUV",3,23,32,26,5,"No",339,NA,NA,NA,NA
"JEEP Compass",2.4,4,"Man-6","2WD","Gasoline","T3B125","small SUV",3,23,32,26,5,"No",339,NA,NA,NA,NA
"JEEP Compass",2.4,4,"Man-6","4WD","Gasoline","L3ULEV125","small SUV",3,22,31,25,5,"No",355,NA,NA,NA,NA
"JEEP Compass",2.4,4,"Man-6","4WD","Gasoline","T3B125","small SUV",3,22,31,25,5,"No",355,NA,NA,NA,NA
"JEEP Gladiator",3.6,6,"Auto-8","4WD","Gasoline","L3ULEV70","pickup",5,17,22,19,3,"No",466,NA,NA,NA,NA
"JEEP Gladiator",3.6,6,"Auto-8","4WD","Gasoline","T3B70","pickup",5,17,22,19,3,"No",466,NA,NA,NA,NA
"JEEP Gladiator",3.6,6,"Man-6","4WD","Gasoline","L3ULEV70","pickup",5,16,23,19,3,"No",476,NA,NA,NA,NA
"JEEP Gladiator",3.6,6,"Man-6","4WD","Gasoline","T3B70","pickup",5,16,23,19,3,"No",476,NA,NA,NA,NA
"JEEP Grand Cherokee",3.6,6,"Auto-8","2WD","Gasoline","L3SULEV30","standard SUV",7,19,26,21,4,"No",414,NA,NA,NA,NA
"JEEP Grand Cherokee",3.6,6,"Auto-8","2WD","Gasoline","T3B30","standard SUV",7,19,26,21,4,"No",414,NA,NA,NA,NA
"JEEP Grand Cherokee",3.6,6,"Auto-8","4WD","Gasoline","L3SULEV30","standard SUV",7,18,25,21,4,"No",427,NA,NA,NA,NA
"JEEP Grand Cherokee",3.6,6,"Auto-8","4WD","Gasoline","T3B30","standard SUV",7,18,25,21,4,"No",427,NA,NA,NA,NA
"JEEP Grand Cherokee",5.7,8,"Auto-8","4WD","Gasoline","L3ULEV125","standard SUV",3,14,22,17,3,"No",533,NA,NA,NA,NA
"JEEP Grand Cherokee",5.7,8,"Auto-8","4WD","Gasoline","T3B125","standard SUV",3,14,22,17,3,"No",533,NA,NA,NA,NA
"JEEP Grand Cherokee SRT",6.4,8,"Auto-8","4WD","Gasoline","L3LEV160","standard SUV",1,13,19,15,2,"No",592,NA,NA,NA,NA
"JEEP Grand Cherokee SRT",6.4,8,"Auto-8","4WD","Gasoline","T3B160","standard SUV",1,13,19,15,2,"No",592,NA,NA,NA,NA
"JEEP Grand Cherokee Trackhawk",6.2,8,"Auto-8","4WD","Gasoline","L3LEV160","standard SUV",1,11,17,13,1,"No",664,NA,NA,NA,NA
"JEEP Grand Cherokee Trackhawk",6.2,8,"Auto-8","4WD","Gasoline","T3B160","standard SUV",1,11,17,13,1,"No",664,NA,NA,NA,NA
"JEEP Renegade",1.3,4,"Auto-9","2WD","Gasoline","L3ULEV50","small SUV",6,24,32,27,6,"No",328,NA,NA,NA,NA
"JEEP Renegade",1.3,4,"Auto-9","2WD","Gasoline","T3B50","small SUV",6,24,32,27,6,"No",328,NA,NA,NA,NA
"JEEP Renegade",1.3,4,"Auto-9","4WD","Gasoline","L3ULEV50","small SUV",6,23,29,26,5,"No",348,NA,NA,NA,NA
"JEEP Renegade",1.3,4,"Auto-9","4WD","Gasoline","T3B50","small SUV",6,23,29,26,5,"No",348,NA,NA,NA,NA
"JEEP Renegade",2.4,4,"Auto-9","2WD","Gasoline","L3ULEV50","small SUV",6,22,30,25,5,"No",357,NA,NA,NA,NA
"JEEP Renegade",2.4,4,"Auto-9","2WD","Gasoline","T3B50","small SUV",6,22,30,25,5,"No",357,NA,NA,NA,NA
"JEEP Renegade",2.4,4,"Auto-9","4WD","Gasoline","L3ULEV50","small SUV",6,21,29,24,5,"No",371,NA,NA,NA,NA
"JEEP Renegade",2.4,4,"Auto-9","4WD","Gasoline","T3B50","small SUV",6,21,29,24,5,"No",371,NA,NA,NA,NA
"JEEP Renegade Trailhawk",1.3,4,"Auto-9","4WD","Gasoline","L3ULEV50","small SUV",6,22,27,24,5,"No",370,NA,NA,NA,NA
"JEEP Renegade Trailhawk",1.3,4,"Auto-9","4WD","Gasoline","T3B50","small SUV",6,22,27,24,5,"No",370,NA,NA,NA,NA
"JEEP Wrangler",2,4,"Auto-8","4WD","Gasoline","L3ULEV70","small SUV",5,22,24,23,5,"No",388,NA,NA,NA,NA
"JEEP Wrangler",2,4,"Auto-8","4WD","Gasoline","T3B70","small SUV",5,22,24,23,5,"No",388,NA,NA,NA,NA
"JEEP Wrangler",3.6,6,"Auto-8","4WD","Gasoline","L3ULEV70","small SUV",5,18,23,20,4,"No",440,NA,NA,NA,NA
"JEEP Wrangler",3.6,6,"Auto-8","4WD","Gasoline","T3B70","small SUV",5,18,23,20,4,"No",440,NA,NA,NA,NA
"JEEP Wrangler",3.6,6,"Man-6","4WD","Gasoline","L3ULEV70","small SUV",5,17,25,20,4,"No",446,NA,NA,NA,NA
"JEEP Wrangler",3.6,6,"Man-6","4WD","Gasoline","T3B70","small SUV",5,17,25,20,4,"No",446,NA,NA,NA,NA
"JEEP Wrangler Unlimited",2,4,"Auto-8","4WD","Gasoline","L3ULEV70","small SUV",5,21,22,21,4,"No",414,NA,NA,NA,NA
"JEEP Wrangler Unlimited",2,4,"Auto-8","4WD","Gasoline","T3B70","small SUV",5,21,22,21,4,"No",414,NA,NA,NA,NA
"JEEP Wrangler Unlimited",2,4,"Auto-8","4WD","Gasoline","L3ULEV70","small SUV",5,21,22,21,4,"No",423,NA,NA,NA,NA
"JEEP Wrangler Unlimited",2,4,"Auto-8","4WD","Gasoline","T3B70","small SUV",5,21,22,21,4,"No",423,NA,NA,NA,NA
"JEEP Wrangler Unlimited",3.6,6,"Auto-8","4WD","Gasoline","L3ULEV70","small SUV",5,18,22,20,4,"No",451,NA,NA,NA,NA
"JEEP Wrangler Unlimited",3.6,6,"Auto-8","4WD","Gasoline","T3B70","small SUV",5,18,22,20,4,"No",451,NA,NA,NA,NA
"JEEP Wrangler Unlimited",3.6,6,"Auto-8","4WD","Gasoline","L3ULEV70","small SUV",5,19,22,20,4,"No",444,NA,NA,NA,NA
"JEEP Wrangler Unlimited",3.6,6,"Auto-8","4WD","Gasoline","T3B70","small SUV",5,19,22,20,4,"No",444,NA,NA,NA,NA
"JEEP Wrangler Unlimited",3.6,6,"Man-6","4WD","Gasoline","L3ULEV70","small SUV",5,17,23,19,3,"No",459,NA,NA,NA,NA
"JEEP Wrangler Unlimited",3.6,6,"Man-6","4WD","Gasoline","T3B70","small SUV",5,17,23,19,3,"No",459,NA,NA,NA,NA
"KARMA Revero GT (21-inch wheels)",1.5,3,"Auto-1","2WD","Gasoline/Electricity","L3SULEV30","small car",7,27,25,26,10,"Elite",70,71,69,70,NA
"KARMA Revero GT (21-inch wheels)",1.5,3,"Auto-1","2WD","Gasoline/Electricity","T3B30","small car",7,27,25,26,10,"Elite",70,71,69,70,NA
"KIA Forte",1.6,4,"AutoMan-7","2WD","Gasoline","L3ULEV70","midsize car",5,27,35,30,7,"Yes",296,NA,NA,NA,NA
"KIA Forte",1.6,4,"AutoMan-7","2WD","Gasoline","T3B70","midsize car",5,27,35,30,7,"Yes",296,NA,NA,NA,NA
"KIA Forte",1.6,4,"Man-6","2WD","Gasoline","L3ULEV70","midsize car",5,25,32,28,6,"No",326,NA,NA,NA,NA
"KIA Forte",1.6,4,"Man-6","2WD","Gasoline","T3B70","midsize car",5,25,32,28,6,"No",326,NA,NA,NA,NA
"KIA Forte",2,4,"CVT","2WD","Gasoline","L3SULEV30","midsize car",7,29,40,33,7,"Yes",269,NA,NA,NA,NA
"KIA Forte",2,4,"CVT","2WD","Gasoline","T3B30","midsize car",7,29,40,33,7,"Yes",269,NA,NA,NA,NA
"KIA Forte",2,4,"CVT","2WD","Gasoline","L3ULEV70","midsize car",5,29,40,33,7,"Yes",269,NA,NA,NA,NA
"KIA Forte",2,4,"CVT","2WD","Gasoline","T3B70","midsize car",5,29,40,33,7,"Yes",269,NA,NA,NA,NA
"KIA Forte",2,4,"Man-6","2WD","Gasoline","L3ULEV70","midsize car",5,27,37,31,7,"Yes",290,NA,NA,NA,NA
"KIA Forte",2,4,"Man-6","2WD","Gasoline","T3B70","midsize car",5,27,37,31,7,"Yes",290,NA,NA,NA,NA
"KIA Forte FE",2,4,"CVT","2WD","Gasoline","L3ULEV70","midsize car",5,31,41,35,8,"Yes",256,NA,NA,NA,NA
"KIA Forte FE",2,4,"CVT","2WD","Gasoline","T3B70","midsize car",5,31,41,35,8,"Yes",256,NA,NA,NA,NA
"KIA K900",3.3,6,"SemiAuto-8","4WD","Gasoline","L3ULEV125","large car",3,18,25,21,4,"No",431,NA,NA,NA,NA
"KIA K900",3.3,6,"SemiAuto-8","4WD","Gasoline","T3B125","large car",3,18,25,21,4,"No",431,NA,NA,NA,NA
"KIA Optima",1.6,4,"AutoMan-7","2WD","Gasoline","L3ULEV70","large car",5,27,37,31,7,"Yes",292,NA,NA,NA,NA
"KIA Optima",1.6,4,"AutoMan-7","2WD","Gasoline","T3B70","large car",5,27,37,31,7,"Yes",292,NA,NA,NA,NA
"KIA Optima",2,4,"SemiAuto-6","2WD","Gasoline","L3ULEV70","large car",5,21,30,24,5,"No",371,NA,NA,NA,NA
"KIA Optima",2,4,"SemiAuto-6","2WD","Gasoline","T3B70","large car",5,21,30,24,5,"No",371,NA,NA,NA,NA
"KIA Optima",2.4,4,"SemiAuto-6","2WD","Gasoline","L3SULEV30","large car",7,24,32,27,6,"No",330,NA,NA,NA,NA
"KIA Optima",2.4,4,"SemiAuto-6","2WD","Gasoline","T3B30","large car",7,24,32,27,6,"No",330,NA,NA,NA,NA
"KIA Optima",2.4,4,"SemiAuto-6","2WD","Gasoline","L3ULEV70","large car",5,24,32,27,6,"No",330,NA,NA,NA,NA
"KIA Optima",2.4,4,"SemiAuto-6","2WD","Gasoline","T3B70","large car",5,24,32,27,6,"No",330,NA,NA,NA,NA
"KIA Optima FE",2.4,4,"SemiAuto-6","2WD","Gasoline","L3SULEV30","large car",7,25,35,29,6,"No",311,NA,NA,NA,NA
"KIA Optima FE",2.4,4,"SemiAuto-6","2WD","Gasoline","T3B30","large car",7,25,35,29,6,"No",311,NA,NA,NA,NA
"KIA Optima FE",2.4,4,"SemiAuto-6","2WD","Gasoline","L3ULEV70","large car",5,25,35,29,6,"No",311,NA,NA,NA,NA
"KIA Optima FE",2.4,4,"SemiAuto-6","2WD","Gasoline","T3B70","large car",5,25,35,29,6,"No",311,NA,NA,NA,NA
"KIA Optima Hybrid",2,4,"AutoMan-6","2WD","Gasoline","L3SULEV30","midsize car",7,40,45,42,9,"Yes",213,NA,NA,NA,NA
"KIA Optima Hybrid",2,4,"AutoMan-6","2WD","Gasoline","T3B30","midsize car",7,40,45,42,9,"Yes",213,NA,NA,NA,NA
"KIA Optima plug-in hybrid",2,4,"AutoMan-6","2WD","Gasoline/Electricity","L3SULEV30","midsize car",7,39,44,41,10,"Elite",97,103,100,101,NA
"KIA Optima plug-in hybrid",2,4,"AutoMan-6","2WD","Gasoline/Electricity","T3B30","midsize car",7,39,44,41,10,"Elite",97,103,100,101,NA
"KIA Rio",1.6,4,"CVT","2WD","Gasoline","L3ULEV125","small car",3,33,41,36,8,"No",249,NA,NA,NA,NA
"KIA Rio",1.6,4,"CVT","2WD","Gasoline","T3B125","small car",3,33,41,36,8,"No",249,NA,NA,NA,NA
"KIA Sedona",3.3,6,"SemiAuto-8","2WD","Gasoline","L3ULEV70","minivan",5,18,24,21,4,"No",436,NA,NA,NA,NA
"KIA Sedona",3.3,6,"SemiAuto-8","2WD","Gasoline","T3B70","minivan",5,18,24,21,4,"No",436,NA,NA,NA,NA
"KIA Sorento",2.4,4,"SemiAuto-6","2WD","Gasoline","L3ULEV70","small SUV",5,22,29,25,5,"No",363,NA,NA,NA,NA
"KIA Sorento",2.4,4,"SemiAuto-6","2WD","Gasoline","T3B70","small SUV",5,22,29,25,5,"No",363,NA,NA,NA,NA
